instance_id	question_start	level-2	level-3	question	answer	sent_q
﻿original_en_batch_01_item_01	What is the result of	Contingency.Cause	RESULT	What is the result of _ a number of bomb explosions and killings in Sri Lanka	One of the people assassinated very recently in Sri Lanka was Mr Kumar Ponnambalam, who had visited the European Parliament just a few months ago.	sent1
﻿original_en_batch_01_item_01	What provides more detail on	Expansion.Level-of-detail	ARG2-AS-DETAIL	What provides more detail on the fact that that there have been a number of bomb explosions and killings in Sri Lanka.	One of the people assassinated very recently in Sri Lanka was Mr Kumar Ponnambalam, who had visited the European Parliament just a few months ago.	sent1
﻿original_en_batch_01_item_01	What provides more detail on	Expansion.Level-of-detail	ARG2-AS-DETAIL	What provides more detail on the fact that that there have been a number of bomb explosions and killings in Sri Lanka.	One of the people assassinated very recently in Sri Lanka was Mr Kumar Ponnambalam, who had visited the European Parliament just a few months ago.	sent1
﻿original_en_batch_01_item_01	What is an example of	Expansion.Instantiation	ARG2-AS-INSTANCE	What is an example of _ a number of bomb explosions and killings in Sri Lanka	One of the people assassinated very recently in Sri Lanka was Mr Kumar Ponnambalam, who had visited the European Parliament just a few months ago.	sent1
﻿original_en_batch_01_item_01	What provides more detail on	Expansion.Level-of-detail	ARG2-AS-DETAIL	What provides more detail on the fact that that there have been a number of bomb explosions and killings in Sri Lanka.	One of the people assassinated very recently in Sri Lanka was Mr Kumar Ponnambalam, who had visited the European Parliament just a few months ago.	sent1
﻿original_en_batch_01_item_01	What expands upon	Expansion.Conjunction	Expansion.Conjunction	What expands upon the fact that that there have been a number of bomb explosions and killings in Sri Lanka	One of the people assassinated very recently in Sri Lanka was Mr Kumar Ponnambalam, who had visited the European Parliament just a few months ago.	sent1
﻿original_en_batch_01_item_01	What is the result of	Contingency.Cause	RESULT	What is the result of _ a number of bomb explosions and killings in Sri Lanka.	One of the people assassinated very recently in Sri Lanka was Mr Kumar Ponnambalam, who had visited the European Parliament just a few months ago.	sent1
﻿original_en_batch_01_item_01	What is a case of	Expansion.Instantiation	ARG2-AS-INSTANCE	What is a case of _ the bomb explosions and killings in Sri Lanka	One of the people assassinated very recently in Sri Lanka was Mr Kumar Ponnambalam, who had visited the European Parliament just a few months ago.	sent1
﻿original_en_batch_01_item_01	What is an example of	Expansion.Instantiation	ARG2-AS-INSTANCE	What is an example of the fact that there have been a number of bomb explosions and killings in Sri Lanka	One of the people assassinated very recently in Sri Lanka was Mr Kumar Ponnambalam, who had visited the European Parliament just a few months ago.	sent1
﻿original_en_batch_01_item_01	What is an example of	Expansion.Instantiation	ARG2-AS-INSTANCE	What is an example of _ the number of bomb explosions and killings in Sri Lanka seen in the media	One of the people assassinated very recently in Sri Lanka was Mr Kumar Ponnambalam, who had visited the European Parliament just a few months ago.	sent1
original_en_batch_01_item_06	What provides more detail on	Expansion.Level-of-detail	ARG1-AS-DETAIL	What provides more detail on the fact that I congratulate him on his excellent report.	The report looks at the issue of harmonising the examination requirements for safety advisors working in the areas of transportation of dangerous goods by road, rail and inland waterway.	sent2
original_en_batch_01_item_06	What is the result of	Contingency.Cause	RESULT	What is the result of _ The report looks at the issue of harmonising the examination requirements for safety advisors working in the areas of transportation of dangerous goods by road, rail and inland waterway.	I congratulate him on his excellent report.	sent1
original_en_batch_01_item_06	What is the reason	Contingency.Cause	RESULT	What is the reason _ I congratulate him on his excellent report	The report looks at the issue of harmonising the examination requirements for safety advisors working in the areas of transportation of dangerous goods by road, rail and inland waterway.	sent2
original_en_batch_01_item_06	What provides more detail on	Expansion.Level-of-detail	ARG1-AS-DETAIL	What provides more detail on _ congratulating him on his excellent report.	The report looks at the issue of harmonising the examination requirements for safety advisors working in the areas of transportation of dangerous goods by road, rail and inland waterway.	sent2
original_en_batch_01_item_06	What provides more detail on	Expansion.Level-of-detail	ARG1-AS-DETAIL	What provides more detail on _ on his excellent report.	The report looks at the issue of harmonising the examination requirements for safety advisors working in the areas of transportation of dangerous goods by road, rail and inland waterway.	sent2
original_en_batch_01_item_06	What is the result of	Contingency.Cause	RESULT	What is the result of _ the report looking at the issue of harmonising the examination requirements for safety advisors working in the areas of transportation of dangerous goods by road, rail and inland waterway	I congratulate him on his excellent report.	sent1
original_en_batch_01_item_06	What is the reason	Contingency.Cause	RESULT	What is the reason _ I congratulate him on his excellent report.	The report looks at the issue of harmonising the examination requirements for safety advisors working in the areas of transportation of dangerous goods by road, rail and inland waterway.	sent2
original_en_batch_01_item_06	In what case	Contingency.Condition	ARG1-AS-COND	In what case should I congratulate him on his excellent report	The report looks at the issue of harmonising the examination requirements for safety advisors working in the areas of transportation of dangerous goods by road, rail and inland waterway.	sent2
original_en_batch_01_item_06	What provides more detail on	Expansion.Level-of-detail	ARG1-AS-DETAIL	What provides more detail on _ him on his excellent report.	The report looks at the issue of harmonising the examination requirements for safety advisors working in the areas of transportation of dangerous goods by road, rail and inland waterway.	sent2
original_en_batch_01_item_06	For what purpose	Contingency.Purpose	ARG1-AS-GOAL	For what purpose do I congratulate him on his excellent report.	The report looks at the issue of harmonising the examination requirements for safety advisors working in the areas of transportation of dangerous goods by road, rail and inland waterway.	sent2
original_en_batch_01_item_06	What is the reason	Contingency.Cause	RESULT	What is the reason _ I congratulate him on his excellent report	The report looks at the issue of harmonising the examination requirements for safety advisors working in the areas of transportation of dangerous goods by road, rail and inland waterway.	sent2
original_en_batch_01_item_06	For what purpose	Contingency.Purpose	ARG1-AS-GOAL	For what purpose _ will I congratulate him on his excellent report.	The report looks at the issue of harmonising the examination requirements for safety advisors working in the areas of transportation of dangerous goods by road, rail and inland waterway.	sent2
original_en_batch_01_item_07	What is the result of	Contingency.Cause	REASON	What is the result of _ discredited policies of his own Conservative Party.	Mr President, it is incumbent upon me to remind my colleague, Mr Evans, of why Wales actually achieved Objective 1 status.	sent2
original_en_batch_01_item_07	What is the reason	Contingency.Cause	REASON	What is the reason _ why Wales actually achieved Objective 1 status.	It was because of the discredited policies of his own Conservative Party.	sent1
original_en_batch_01_item_07	What is the reason	Contingency.Cause	REASON	What is the reason _ Wales actually achieved Objective 1 status	It was because of the discredited policies of his own Conservative Party.	sent1
original_en_batch_01_item_07	What is the reason	Contingency.Cause	REASON	What is the reason _ Wales actually achieved Objective 1 status.	It was because of the discredited policies of his own Conservative Party.	sent1
original_en_batch_01_item_07	What is the reason	Contingency.Cause	REASON	What is the reason _ why Wales actually achieved Objective 1 status.	It was because of the discredited policies of his own Conservative Party.	sent1
original_en_batch_01_item_07	What is the reason	Contingency.Cause	REASON	What is the reason _ why Wales actually achieved Objective 1 status	It was because of the discredited policies of his own Conservative Party.	sent1
original_en_batch_01_item_07	What is the reason	Contingency.Cause	REASON	What is the reason _ why Wales actually achieved Objective 1 status	It was because of the discredited policies of his own Conservative Party.	sent1
original_en_batch_01_item_07	Despite what	Comparison.Concession	ARG1-AS-DENIER	Despite what did Wales actually achieved Objective 1 status	It was because of the discredited policies of his own Conservative Party.	sent1
original_en_batch_01_item_07	What is the reason	Contingency.Cause	REASON	What is the reason _ it is incumbent upon me to remind my colleague, Mr Evans, of why Wales actually achieved Objective 1 status.	It was because of the discredited policies of his own Conservative Party.	sent1
original_en_batch_01_item_07	For what purpose	Contingency.Purpose	ARG2-AS-GOAL	For what purpose do is incumbent upon me to remind my colleague, Mr Evans, of why Wales actually achieved Objective 1 status.	It was because of the discredited policies of his own Conservative Party.	sent1
original_en_batch_01_item_07	What is the reason	Contingency.Cause	REASON	What is the reason _ why Wales actually achieved Objective 1 status	It was because of the discredited policies of his own Conservative Party.	sent1
original_en_batch_01_item_07	What is the reason	Contingency.Cause	REASON	What is the reason _ why Wales actually achieved Objective 1 status.	It was because of the discredited policies of his own Conservative Party.	sent1
original_en_batch_01_item_15	What expands upon	Expansion.Conjunction	Expansion.Conjunction	What expands upon the fact that This needs to be looked into because it is clearly an indication that something is seriously wrong.	Mr President, regarding Mrs Lynne's comments yesterday about health and safety in this building, I presume she was talking about the drains because there is a dreadful smell of drains on the fifth floor in the Tower.	sent2
original_en_batch_01_item_15	What is the reason	Contingency.Cause	RESULT	What is the reason _ something is seriously wrong.	Mr President, regarding Mrs Lynne's comments yesterday about health and safety in this building, I presume she was talking about the drains because there is a dreadful smell of drains on the fifth floor in the Tower.	sent2
original_en_batch_01_item_15	After what	Temporal.Asynchronous	SUCCESSION	After what _ there is a dreadful smell of drains on the fifth floor in the Tower.	This needs to be looked into because it is clearly an indication that something is seriously wrong.	sent1
original_en_batch_01_item_15	What provides more detail on	Expansion.Level-of-detail	ARG1-AS-DETAIL	What provides more detail on _ This needing to be looked into because it is clearly an indication that something is seriously wrong.	Mr President, regarding Mrs Lynne's comments yesterday about health and safety in this building, I presume she was talking about the drains because there is a dreadful smell of drains on the fifth floor in the Tower.	sent2
original_en_batch_01_item_15	What provides more detail on	Expansion.Level-of-detail	ARG1-AS-DETAIL	What provides more detail on the fact that this needs to be looked into	Mr President, regarding Mrs Lynne's comments yesterday about health and safety in this building, I presume she was talking about the drains because there is a dreadful smell of drains on the fifth floor in the Tower.	sent2
original_en_batch_01_item_15	What is the result of	Contingency.Cause	RESULT	What is the result of _ a dreadful smell of drains on the fifth floor in the Tower	This needs to be looked into because it is clearly an indication that something is seriously wrong.	sent1
original_en_batch_01_item_15	What is the reason	Contingency.Cause	RESULT	What is the reason _ This needs to be looked into because it is clearly an indication that something is seriously wrong	Mr President, regarding Mrs Lynne's comments yesterday about health and safety in this building, I presume she was talking about the drains because there is a dreadful smell of drains on the fifth floor in the Tower.	sent2
original_en_batch_01_item_15	What expands upon	Expansion.Conjunction	Expansion.Conjunction	What expands upon the fact that there is a dreadful smell of drains on the fifth floor in the Tower	This needs to be looked into because it is clearly an indication that something is seriously wrong.	sent1
original_en_batch_01_item_15	What is the result of	Contingency.Cause	RESULT	What is the result of _ a dreadful smell of drains on the fifth floor in the Tower.	This needs to be looked into because it is clearly an indication that something is seriously wrong.	sent1
original_en_batch_01_item_15	What provides more detail on	Expansion.Level-of-detail	ARG1-AS-DETAIL	What provides more detail on _ This needs to be looked into because it is clearly an indication that something is seriously wrong.	Mr President, regarding Mrs Lynne's comments yesterday about health and safety in this building, I presume she was talking about the drains because there is a dreadful smell of drains on the fifth floor in the Tower.	sent2
original_en_batch_01_item_15	What is the reason	Contingency.Cause	RESULT	What is the reason _ this needs to be looked into	Mr President, regarding Mrs Lynne's comments yesterday about health and safety in this building, I presume she was talking about the drains because there is a dreadful smell of drains on the fifth floor in the Tower.	sent2
original_en_batch_01_item_15	What is a case of	Expansion.Instantiation	ARG1-AS-INSTANCE	What is a case of _ something that needs to be looked into because it is clearly an indication that something is seriously wrong	Mr President, regarding Mrs Lynne's comments yesterday about health and safety in this building, I presume she was talking about the drains because there is a dreadful smell of drains on the fifth floor in the Tower.	sent2
original_en_batch_01_item_16	What provides more detail on	Expansion.Level-of-detail	ARG2-AS-DETAIL	What provides more detail on _ clearly an indication that something is seriously wrong.	I do not want to drag up the issue of this building endlessly, but this is a serious problem.	sent1
original_en_batch_01_item_16	What provides more detail on	Expansion.Level-of-detail	ARG2-AS-DETAIL	What provides more detail on _ This needs to be looked into because it is clearly an indication that something is seriously wrong.	I do not want to drag up the issue of this building endlessly, but this is a serious problem.	sent1
original_en_batch_01_item_16	For what purpose	Contingency.Purpose	ARG2-AS-GOAL	For what purpose does this need to be looked into	I do not want to drag up the issue of this building endlessly, but this is a serious problem.	sent1
original_en_batch_01_item_16	Despite what	Comparison.Concession	ARG2-AS-DENIER	Despite what the fact that I do not want to drag up the issue of this building endlessly.	This needs to be looked into because it is clearly an indication that something is seriously wrong.	sent2
original_en_batch_01_item_16	What is the reason	Contingency.Cause	REASON	What is the reason _ that this needs to be looked into	I do not want to drag up the issue of this building endlessly, but this is a serious problem.	sent1
original_en_batch_01_item_16	Despite what	Comparison.Concession	ARG1-AS-DENIER	Despite what _ this needs to be looked into because it is clearly an indication that something is seriously wrong	I do not want to drag up the issue of this building endlessly, but this is a serious problem.	sent1
original_en_batch_01_item_16	What is the reason	Contingency.Cause	REASON	What is the reason _ This needs to be looked into	I do not want to drag up the issue of this building endlessly, but this is a serious problem.	sent1
original_en_batch_01_item_16	Since when	Temporal.Asynchronous	PRECEDENCE	Since when _ this is a serious problem	This needs to be looked into because it is clearly an indication that something is seriously wrong.	sent2
original_en_batch_01_item_16	After what	Temporal.Asynchronous	SUCCESSION	After what does This needs to be looked into	I do not want to drag up the issue of this building endlessly, but this is a serious problem.	sent1
original_en_batch_01_item_16	While what	Temporal.Synchronous	Temporal.Synchronous	While what does This need to be looked into because it is clearly an indication that something is seriously wrong.	I do not want to drag up the issue of this building endlessly, but this is a serious problem.	sent1
original_en_batch_01_item_16	What is contrasted with	Comparison.Contrast	Comparison.Contrast	What is contrasted with _ not wanting to drag up the issue of this building endlessly	This needs to be looked into because it is clearly an indication that something is seriously wrong.	sent2
original_en_batch_01_item_16	Despite what	Comparison.Concession	ARG1-AS-DENIER	Despite what _ this needs to be looked into because it is clearly an indication that something is seriously wrong	I do not want to drag up the issue of this building endlessly, but this is a serious problem.	sent1
original_en_batch_01_item_19	What is the result of	Contingency.Cause	REASON	What is the result of the fact that the single market is not yet complete	It therefore follows that any proposal which suggests major reform of the machinery for competition policy enforcement must be closely and carefully examined.	sent2
original_en_batch_01_item_19	What is the result of	Contingency.Cause	REASON	What is the result of _ The truth is that the single market is not yet complete.	It therefore follows that any proposal which suggests major reform of the machinery for competition policy enforcement must be closely and carefully examined.	sent2
original_en_batch_01_item_19	Until when	Temporal.Asynchronous	SUCCESSION	Until when _ the single market is complete	It therefore follows that any proposal which suggests major reform of the machinery for competition policy enforcement must be closely and carefully examined.	sent2
original_en_batch_01_item_19	What provides more detail on	Expansion.Level-of-detail	ARG1-AS-DETAIL	What provides more detail on the fact that The truth is that the single market is not yet complete.	It therefore follows that any proposal which suggests major reform of the machinery for competition policy enforcement must be closely and carefully examined.	sent2
original_en_batch_01_item_19	What is the reason	Contingency.Cause	REASON	What is the reason _ why any proposal which suggests major reform of the machinery for competition policy enforcement must be closely and carefully examine	The truth is that the single market is not yet complete.	sent1
original_en_batch_01_item_19	What is the reason	Contingency.Cause	REASON	What is the reason _ that any proposal which suggests major reform of the machinery for competition policy enforcement must be closely and carefully examined	The truth is that the single market is not yet complete.	sent1
original_en_batch_01_item_19	What expands upon	Expansion.Conjunction	Expansion.Conjunction	What expands upon the fact that any proposal which suggests major reform of the machinery for competition policy enforcement must be closely and carefully examined	The truth is that the single market is not yet complete.	sent1
original_en_batch_01_item_19	What is the reason	Contingency.Cause	REASON	What is the reason _ competition policy enforcement must be closely and carefully examined	The truth is that the single market is not yet complete.	sent1
original_en_batch_01_item_19	What is the reason	Contingency.Cause	REASON	What is the reason _  It follows that any proposal which suggests major reform must be closely and carefully examined.	The truth is that the single market is not yet complete.	sent1
original_en_batch_01_item_19	What expands upon	Expansion.Conjunction	Expansion.Conjunction	What expands upon _ The truth is that the single market is not yet complete.	It therefore follows that any proposal which suggests major reform of the machinery for competition policy enforcement must be closely and carefully examined.	sent2
original_en_batch_01_item_19	What is the reason	Contingency.Cause	REASON	What is the reason _ that any proposal which suggests major reform of the machinery for competition policy enforcement must be closely and carefully examined	The truth is that the single market is not yet complete.	sent1
original_en_batch_01_item_19	What is the reason	Contingency.Cause	REASON	What is the reason _ any proposal which suggests major reform of the machinery for competition policy enforcement must be closely and carefully examined.	The truth is that the single market is not yet complete.	sent1
﻿original_en_batch_02_item_01	What provides more detail on	Expansion.Level-of-detail	ARG2-AS-DETAIL	What provides more detail on _ I want to concentrate on the issue of corpus juris.	I would very much like to support what Mrs Morgan said on this issue.	sent1
﻿original_en_batch_02_item_01	What is a case of	Expansion.Instantiation	ARG2-AS-INSTANCE	What is a case of _ I want to concentrate on the issue of corpus juris.	I would very much like to support what Mrs Morgan said on this issue.	sent1
﻿original_en_batch_02_item_01	What provides more detail on	Expansion.Level-of-detail	ARG2-AS-DETAIL	What provides more detail on _ the issue of corpus juris	I would very much like to support what Mrs Morgan said on this issue.	sent1
﻿original_en_batch_02_item_01	In addition to what	Expansion.Conjunction	Expansion.Conjunction	In addition to what _ wanting to concentrate on the issue of corpus juris.	I would very much like to support what Mrs Morgan said on this issue.	sent1
﻿original_en_batch_02_item_01	What expands upon	Expansion.Conjunction	Expansion.Conjunction	What expands upon _ my wish to concentrate on the issue of corpus juris	I would very much like to support what Mrs Morgan said on this issue.	sent1
﻿original_en_batch_02_item_01	In what manner	Expansion.Manner	ARG2-AS-MANNER	In what manner do I want to concentrate on the issue of corpus juris	I would very much like to support what Mrs Morgan said on this issue.	sent1
﻿original_en_batch_02_item_01	What is the reason	Contingency.Cause	REASON	What is the reason _ I want to concentrate on the issue of corpus juris.	I would very much like to support what Mrs Morgan said on this issue.	sent1
﻿original_en_batch_02_item_01	For what purpose	Contingency.Purpose	ARG2-AS-GOAL	For what purpose might I want to concentrate on the issue of corpus juris	I would very much like to support what Mrs Morgan said on this issue.	sent1
﻿original_en_batch_02_item_01	What provides more detail on	Expansion.Level-of-detail	ARG2-AS-DETAIL	What provides more detail on _ I want to concentrate on the issue of corpus juris.	I would very much like to support what Mrs Morgan said on this issue.	sent1
﻿original_en_batch_02_item_01	What is the reason	Contingency.Cause	RESULT	What is the reason _ I would very much like to support what Mrs Morgan said on this issue.	Mr President, I want to concentrate on the issue of corpus juris.	sent2
﻿original_en_batch_02_item_01	After what	Temporal.Asynchronous	PRECEDENCE	After what _ Mrs Morgan said on this issue	Mr President, I want to concentrate on the issue of corpus juris.	sent2
﻿original_en_batch_02_item_01	In addition to what	Expansion.Conjunction	Expansion.Conjunction	In addition to what _ I want to concentrate on the issue of corpus juris.	I would very much like to support what Mrs Morgan said on this issue.	sent1
original_en_batch_02_item_02	After what	Temporal.Asynchronous	SUCCESSION	After what was Corpus juris is something that was set up without any kind of public debate or public participation	The idea of a European Public Prosecutor on the continental inquisitorial model with overriding jurisdiction throughout EU territories would have a major impact on the traditional systems both in Ireland and the UK.	sent1
original_en_batch_02_item_02	What is the result of	Contingency.Cause	RESULT	What is the result of _ Corpus juris is something that was set up without any kind of public debate or public participation.	The idea of a European Public Prosecutor on the continental inquisitorial model with overriding jurisdiction throughout EU territories would have a major impact on the traditional systems both in Ireland and the UK.	sent1
original_en_batch_02_item_02	What is the result of	Contingency.Cause	RESULT	What is the result of _ corpus juris	The idea of a European Public Prosecutor on the continental inquisitorial model with overriding jurisdiction throughout EU territories would have a major impact on the traditional systems both in Ireland and the UK.	sent1
original_en_batch_02_item_02	While what	Temporal.Synchronous	Temporal.Synchronous	While what _ Corpus juris is something that was set up without any kind of public debate or public participation.	The idea of a European Public Prosecutor on the continental inquisitorial model with overriding jurisdiction throughout EU territories would have a major impact on the traditional systems both in Ireland and the UK.	sent1
original_en_batch_02_item_02	What expands upon	Expansion.Conjunction	Expansion.Conjunction	What expands upon _ my concern that Corpus juris was set up without any kind of public debate or public participation.	The idea of a European Public Prosecutor on the continental inquisitorial model with overriding jurisdiction throughout EU territories would have a major impact on the traditional systems both in Ireland and the UK.	sent1
original_en_batch_02_item_02	What is the result of	Contingency.Cause	RESULT	What is the result of _ Corpus juris being set up without any kind of public debate or public participation	The idea of a European Public Prosecutor on the continental inquisitorial model with overriding jurisdiction throughout EU territories would have a major impact on the traditional systems both in Ireland and the UK.	sent1
original_en_batch_02_item_02	What provides more detail on	Expansion.Level-of-detail	ARG2-AS-DETAIL	What provides more detail on the fact that Corpus juris is something that was set up without any kind of public debate or public participation	The idea of a European Public Prosecutor on the continental inquisitorial model with overriding jurisdiction throughout EU territories would have a major impact on the traditional systems both in Ireland and the UK.	sent1
original_en_batch_02_item_02	What expands upon	Expansion.Conjunction	Expansion.Conjunction	What expands upon _ overriding jurisdiction throughout EU territories would have a major impact on the traditional systems both in Ireland and the UK	Corpus juris is something that was set up without any kind of public debate or public participation.	sent2
original_en_batch_02_item_02	What is the reason	Contingency.Cause	RESULT	What is the reason _ The idea of a European Public Prosecutor on the continental inquisitorial model with overriding jurisdiction throughout EU territories would have a major impact on the traditional systems both in Ireland and the UK.	Corpus juris is something that was set up without any kind of public debate or public participation.	sent2
original_en_batch_02_item_02	What is an example of	Expansion.Instantiation	ARG2-AS-INSTANCE	What is an example of _ Corpus juris is something that was set up without any kind of public debate or public participation.	The idea of a European Public Prosecutor on the continental inquisitorial model with overriding jurisdiction throughout EU territories would have a major impact on the traditional systems both in Ireland and the UK.	sent1
original_en_batch_02_item_02	What provides more detail on	Expansion.Level-of-detail	ARG1-AS-DETAIL	What provides more detail on _ the idea of a European Public Prosecutor on the continental inquisitorial model with overriding jurisdiction throughout EU territories would have a major impact on the traditional systems both in Ireland and the UK	Corpus juris is something that was set up without any kind of public debate or public participation.	sent2
original_en_batch_02_item_02	What expands upon	Expansion.Conjunction	Expansion.Conjunction	What expands upon _ the idea of a European Public Prosecutor on the continental inquisitorial model with overriding jurisdiction throughout EU territories would have a major impact on the traditional systems both in Ireland and the UK.	Corpus juris is something that was set up without any kind of public debate or public participation.	sent2
original_en_batch_02_item_03	What is the result of	Contingency.Cause	REASON	What is the result of _ single criminal code and the European Public Prosecutor is something which Member States have a right to be informed about	The idea of a European Public Prosecutor on the continental inquisitorial model with overriding jurisdiction throughout EU territories would have a major impact on the traditional systems both in Ireland and the UK.	sent2
original_en_batch_02_item_03	What provides more detail on	Expansion.Level-of-detail	ARG1-AS-DETAIL	What provides more detail on _ The idea of a European Public Prosecutor on the continental inquisitorial model with overriding jurisdiction throughout EU territories would have a major impact on the traditional systems both in Ireland and the UK.	The idea of a European Public Prosecutor on the continental inquisitorial model with overriding jurisdiction throughout EU territories would have a major impact on the traditional systems both in Ireland and the UK.	sent2
original_en_batch_02_item_03	In addition to what	Expansion.Conjunction	Expansion.Conjunction	In addition to what _ having a major impact on the traditional systems both in Ireland and the UK.	The idea of a single criminal code and the European Public Prosecutor is something which Member States have a right to be informed about.	sent1
original_en_batch_02_item_03	What is the reason	Contingency.Cause	RESULT	What is the reason _ The idea of a single criminal code and the European Public Prosecutor is something which Member States have a right to be informed about.	The idea of a European Public Prosecutor on the continental inquisitorial model with overriding jurisdiction throughout EU territories would have a major impact on the traditional systems both in Ireland and the UK.	sent2
original_en_batch_02_item_03	What expands upon	Expansion.Conjunction	Expansion.Conjunction	What expands upon _ my view that the idea of a European Public Prosecutor on the continental inquisitorial model with overriding jurisdiction throughout EU territories would have a major impact on the traditional systems both in Ireland and the UK.	The idea of a single criminal code and the European Public Prosecutor is something which Member States have a right to be informed about.	sent1
original_en_batch_02_item_03	What is the reason	Contingency.Cause	RESULT	What is the reason _ a single criminal code and the European Public Prosecutor is something which Member States have a right to be informed about	The idea of a European Public Prosecutor on the continental inquisitorial model with overriding jurisdiction throughout EU territories would have a major impact on the traditional systems both in Ireland and the UK.	sent2
original_en_batch_02_item_03	In what case	Contingency.Condition	ARG1-AS-COND	In what case should The idea of a single criminal code and the European Public Prosecutor be something which Member States have a right to be informed about	The idea of a European Public Prosecutor on the continental inquisitorial model with overriding jurisdiction throughout EU territories would have a major impact on the traditional systems both in Ireland and the UK.	sent2
original_en_batch_02_item_03	What expands upon	Expansion.Conjunction	Expansion.Conjunction	What expands upon _ The idea of a European Public Prosecutor on the continental inquisitorial model with overriding jurisdiction throughout EU territories would have a major impact on the traditional systems	The idea of a single criminal code and the European Public Prosecutor is something which Member States have a right to be informed about.	sent1
original_en_batch_02_item_03	For what purpose	Contingency.Purpose	ARG1-AS-GOAL	For what purpose do Member States have a right to be informed	The idea of a European Public Prosecutor on the continental inquisitorial model with overriding jurisdiction throughout EU territories would have a major impact on the traditional systems both in Ireland and the UK.	sent2
original_en_batch_02_item_03	What is an alternative to	Expansion.Disjunction	Expansion.Disjunction	What is an alternative to _ a single criminal code and the European Public Prosecutor is something which Member States have a right to be informed about.	The idea of a European Public Prosecutor on the continental inquisitorial model with overriding jurisdiction throughout EU territories would have a major impact on the traditional systems both in Ireland and the UK.	sent2
original_en_batch_02_item_03	What is similar to	Comparison.Similarity	Comparison.Similarity	What is similar to _ the idea of a European Public Prosecutor on the continental inquisitorial model with overriding jurisdiction throughout EU territories would have a major impact on the traditional systems both in Ireland and the UK	The idea of a single criminal code and the European Public Prosecutor is something which Member States have a right to be informed about.	sent1
original_en_batch_02_item_03	In addition to what	Expansion.Conjunction	Expansion.Conjunction	In addition to what _ The idea of a single criminal code and the European Public Prosecutor is something which Member States have a right to be informed about.	The idea of a European Public Prosecutor on the continental inquisitorial model with overriding jurisdiction throughout EU territories would have a major impact on the traditional systems both in Ireland and the UK.	sent2
original_en_batch_02_item_07	In what case	Contingency.Condition	ARG1-AS-COND	In what case _ I was wondering whether this is the correct procedure.	It is obvious that some presidents do not look at the hands, so to speak, but go straight to the electronic voting system.	sent2
original_en_batch_02_item_07	Despite what	Comparison.Concession	ARG1-AS-DENIER	Despite what _ It is obvious that some presidents do not look at the hands, so to speak, but go straight to the electronic voting system.	I was wondering whether this is the correct procedure.	sent1
