itemid	datasource	genre	subgenre	orig_lang	speaker_id	reflabel	Category	maj_agreement_ref_dc	maj_agreement_ref_qa	observations_qa	maxagree_qa	majority_softlabel_qa	majoritylabel_sampled_qa	majority_distrlabel20_qa	majority_distrlabel40_qa	arg1	arg2	sent1	sent2
wiki_096	0011_HIV\AIDS	wikipedia	NA	English	NA	conjunction	conjunction	n	n	10	0.3	synchronous:0.1; precedence:0; succession:0; reason:0; result:0.1; arg1-as-cond:0; arg2-as-cond:0; arg1-as-negcond:0; arg2-as-negcond:0; arg1-as-goal:0; arg2-as-goal:0; arg1-as-denier:0.1; arg2-as-denier:0.1; contrast:0; similarity:0; conjunction:0.1; disjunction:0; arg1-as-instance:0.1; arg2-as-instance:0.1; arg1-as-detail:0; arg2-as-detail:0.3; equivalence:0; arg1-as-manner:0; arg2-as-manner:0; arg1-as-excpt:0; arg2-as-excpt:0; arg2-as-subst:0; arg1-as-subst:0; differentcon:0; norel:0	arg2-as-detail	arg2-as-detail	arg2-as-detail	Methods of prevention include safe sex, needle exchange programs, treating those who are infected, and pre- & post- exposure prophylaxis. Disease in a baby can often be prevented by giving both the mother and child antiretroviral medication.	There is no cure or vaccine; however, antiretroviral treatment can slow the course of the disease and may lead to a near- normal life expectancy. Treatment is recommended as soon as the diagnosis is made.	Disease in a baby can often be prevented by giving both the mother and child antiretroviral medication.	There is no cure or vaccine; however, antiretroviral treatment can slow the course of the disease and may lead to a near- normal life expectancy.
wiki_097	0011_HIV\AIDS	wikipedia	NA	English	NA	conjunction,arg2-as-detail	arg2-as-detail+conjunction	n	y	10	0.3	synchronous:0; precedence:0; succession:0; reason:0; result:0.3; arg1-as-cond:0; arg2-as-cond:0; arg1-as-negcond:0; arg2-as-negcond:0; arg1-as-goal:0.2; arg2-as-goal:0; arg1-as-denier:0; arg2-as-denier:0; contrast:0; similarity:0; conjunction:0.3; disjunction:0; arg1-as-instance:0; arg2-as-instance:0.1; arg1-as-detail:0; arg2-as-detail:0.1; equivalence:0; arg1-as-manner:0; arg2-as-manner:0; arg1-as-excpt:0; arg2-as-excpt:0; arg2-as-subst:0; arg1-as-subst:0; differentcon:0; norel:0	conjunction	arg1-as-goal;result;conjunction	conjunction	Methods of prevention include safe sex, needle exchange programs, treating those who are infected, and pre- & post- exposure prophylaxis. Disease in a baby can often be prevented by giving both the mother and child antiretroviral medication. There is no cure or vaccine; however, antiretroviral treatment can slow the course of the disease and may lead to a near- normal life expectancy.	Treatment is recommended as soon as the diagnosis is made. Without treatment, the average survival time after infection is 11 years.	There is no cure or vaccine; however, antiretroviral treatment can slow the course of the disease and may lead to a near- normal life expectancy.	Treatment is recommended as soon as the diagnosis is made.
wiki_098	0011_HIV\AIDS	wikipedia	NA	English	NA	arg2-as-negcond,reason	Other-multi	y	y	10	0.3	synchronous:0; precedence:0; succession:0; reason:0.3; result:0; arg1-as-cond:0; arg2-as-cond:0; arg1-as-negcond:0; arg2-as-negcond:0; arg1-as-goal:0; arg2-as-goal:0.2; arg1-as-denier:0; arg2-as-denier:0; contrast:0.1; similarity:0; conjunction:0.2; disjunction:0.1; arg1-as-instance:0; arg2-as-instance:0.1; arg1-as-detail:0; arg2-as-detail:0; equivalence:0; arg1-as-manner:0; arg2-as-manner:0; arg1-as-excpt:0; arg2-as-excpt:0; arg2-as-subst:0; arg1-as-subst:0; differentcon:0; norel:0	reason	conjunction;reason;arg2-as-goal	reason	Methods of prevention include safe sex, needle exchange programs, treating those who are infected, and pre- & post- exposure prophylaxis. Disease in a baby can often be prevented by giving both the mother and child antiretroviral medication. There is no cure or vaccine; however, antiretroviral treatment can slow the course of the disease and may lead to a near- normal life expectancy. Treatment is recommended as soon as the diagnosis is made.	Without treatment, the average survival time after infection is 11 years.	Treatment is recommended as soon as the diagnosis is made.	Without treatment, the average survival time after infection is 11 years.
wiki_099	0011_HIV\AIDS	wikipedia	NA	English	NA	arg2-as-detail	arg2-as-detail	n	y	10	0.7	synchronous:0; precedence:0; succession:0; reason:0; result:0; arg1-as-cond:0; arg2-as-cond:0; arg1-as-negcond:0; arg2-as-negcond:0; arg1-as-goal:0; arg2-as-goal:0; arg1-as-denier:0; arg2-as-denier:0; contrast:0; similarity:0; conjunction:0.2; disjunction:0; arg1-as-instance:0; arg2-as-instance:0.1; arg1-as-detail:0; arg2-as-detail:0.7; equivalence:0; arg1-as-manner:0; arg2-as-manner:0; arg1-as-excpt:0; arg2-as-excpt:0; arg2-as-subst:0; arg1-as-subst:0; differentcon:0; norel:0	arg2-as-detail	arg2-as-detail;conjunction	arg2-as-detail	Methods of prevention include safe sex, needle exchange programs, treating those who are infected, and pre- & post- exposure prophylaxis. Disease in a baby can often be prevented by giving both the mother and child antiretroviral medication. There is no cure or vaccine; however, antiretroviral treatment can slow the course of the disease and may lead to a near- normal life expectancy. Treatment is recommended as soon as the diagnosis is made. Without treatment, the average survival time after infection is 11 years. In 2019, about 38 million people worldwide were living with HIV and 690,000 deaths had occurred in that year.	An estimated 20.6 million of these live in eastern and southern Africa. Between the time that AIDS was identified (in the early 1980s) and 2019, the disease has caused an estimated 32.7 million deaths worldwide.	In 2019, about 38 million people worldwide were living with HIV and 690,000 deaths had occurred in that year.	An estimated 20.6 million of these live in eastern and southern Africa.
wiki_100	0011_HIV\AIDS	wikipedia	NA	English	NA	conjunction	conjunction	y	y	10	0.7	synchronous:0.1; precedence:0; succession:0; reason:0; result:0; arg1-as-cond:0; arg2-as-cond:0; arg1-as-negcond:0; arg2-as-negcond:0; arg1-as-goal:0; arg2-as-goal:0; arg1-as-denier:0; arg2-as-denier:0; contrast:0.1; similarity:0; conjunction:0.7; disjunction:0; arg1-as-instance:0; arg2-as-instance:0.1; arg1-as-detail:0; arg2-as-detail:0; equivalence:0; arg1-as-manner:0; arg2-as-manner:0; arg1-as-excpt:0; arg2-as-excpt:0; arg2-as-subst:0; arg1-as-subst:0; differentcon:0; norel:0	conjunction	conjunction	conjunction	In 2019, about 38 million people worldwide were living with HIV and 690,000 deaths had occurred in that year. An estimated 20.6 million of these live in eastern and southern Africa.	Between the time that AIDS was identified (in the early 1980s) and 2019, the disease has caused an estimated 32.7 million deaths worldwide. HIV / AIDS is considered a pandemic — a disease outbreak which is present over a large area and is actively spreading.	An estimated 20.6 million of these live in eastern and southern Africa.	Between the time that AIDS was identified (in the early 1980s) and 2019, the disease has caused an estimated 32.7 million deaths worldwide.
wiki_101	0011_HIV\AIDS	wikipedia	NA	English	NA	conjunction,result	conjunction+result	y	y	10	0.4	synchronous:0; precedence:0; succession:0; reason:0.1; result:0.4; arg1-as-cond:0; arg2-as-cond:0; arg1-as-negcond:0; arg2-as-negcond:0; arg1-as-goal:0; arg2-as-goal:0; arg1-as-denier:0; arg2-as-denier:0; contrast:0; similarity:0; conjunction:0.2; disjunction:0; arg1-as-instance:0.1; arg2-as-instance:0; arg1-as-detail:0; arg2-as-detail:0.1; equivalence:0.1; arg1-as-manner:0; arg2-as-manner:0; arg1-as-excpt:0; arg2-as-excpt:0; arg2-as-subst:0; arg1-as-subst:0; differentcon:0; norel:0	result	result;conjunction	result	In 2019, about 38 million people worldwide were living with HIV and 690,000 deaths had occurred in that year. An estimated 20.6 million of these live in eastern and southern Africa. Between the time that AIDS was identified (in the early 1980s) and 2019, the disease has caused an estimated 32.7 million deaths worldwide.	HIV / AIDS is considered a pandemic — a disease outbreak which is present over a large area and is actively spreading.	Between the time that AIDS was identified (in the early 1980s) and 2019, the disease has caused an estimated 32.7 million deaths worldwide.	HIV / AIDS is considered a pandemic — a disease outbreak which is present over a large area and is actively spreading.
wiki_102	0011_HIV\AIDS	wikipedia	NA	English	NA	precedence,conjunction	conjunction+precedence	n	y	10	0.4	synchronous:0; precedence:0.1; succession:0.2; reason:0; result:0; arg1-as-cond:0; arg2-as-cond:0; arg1-as-negcond:0; arg2-as-negcond:0; arg1-as-goal:0; arg2-as-goal:0; arg1-as-denier:0; arg2-as-denier:0; contrast:0; similarity:0; conjunction:0.4; disjunction:0; arg1-as-instance:0; arg2-as-instance:0; arg1-as-detail:0.2; arg2-as-detail:0.1; equivalence:0; arg1-as-manner:0; arg2-as-manner:0; arg1-as-excpt:0; arg2-as-excpt:0; arg2-as-subst:0; arg1-as-subst:0; differentcon:0; norel:0	conjunction	conjunction;arg1-as-detail;succession	conjunction	In 2019, about 38 million people worldwide were living with HIV and 690,000 deaths had occurred in that year. An estimated 20.6 million of these live in eastern and southern Africa. Between the time that AIDS was identified (in the early 1980s) and 2019, the disease has caused an estimated 32.7 million deaths worldwide. HIV / AIDS is considered a pandemic — a disease outbreak which is present over a large area and is actively spreading. HIV made the jump from other primates to humans in west- central Africa in the early- to- mid 20th century.	AIDS was first recognized by the United States Centers for Disease Control and Prevention (CDC) in 1981 and its cause — HIV infection — was identified in the early part of the decade.	HIV made the jump from other primates to humans in west- central Africa in the early- to- mid 20th century.	AIDS was first recognized by the United States Centers for Disease Control and Prevention (CDC) in 1981 and its cause — HIV infection — was identified in the early part of the decade.
wiki_103	0011_HIV\AIDS	wikipedia	NA	English	NA	conjunction,arg2-as-denier	Other-multi	y	y	10	0.5	synchronous:0; precedence:0; succession:0; reason:0; result:0; arg1-as-cond:0; arg2-as-cond:0; arg1-as-negcond:0; arg2-as-negcond:0; arg1-as-goal:0; arg2-as-goal:0; arg1-as-denier:0; arg2-as-denier:0; contrast:0.2; similarity:0.1; conjunction:0.5; disjunction:0; arg1-as-instance:0; arg2-as-instance:0.1; arg1-as-detail:0; arg2-as-detail:0.1; equivalence:0; arg1-as-manner:0; arg2-as-manner:0; arg1-as-excpt:0; arg2-as-excpt:0; arg2-as-subst:0; arg1-as-subst:0; differentcon:0; norel:0	conjunction	conjunction;contrast	conjunction	HIV / AIDS has had a large impact on society, both as an illness and as a source of discrimination. The disease also has large economic impacts.	There are many misconceptions about HIV / AIDS, such as the belief that it can be transmitted by casual non- sexual contact. The disease has become subject to many controversies involving religion, including the Catholic Church's position not to support condom use as prevention.	The disease also has large economic impacts.	There are many misconceptions about HIV / AIDS, such as the belief that it can be transmitted by casual non- sexual contact.
wiki_104	0011_HIV\AIDS	wikipedia	NA	English	NA	conjunction	conjunction	y	y	10	0.3	synchronous:0; precedence:0; succession:0; reason:0; result:0.3; arg1-as-cond:0; arg2-as-cond:0; arg1-as-negcond:0; arg2-as-negcond:0; arg1-as-goal:0; arg2-as-goal:0; arg1-as-denier:0.1; arg2-as-denier:0; contrast:0; similarity:0; conjunction:0.3; disjunction:0; arg1-as-instance:0; arg2-as-instance:0.2; arg1-as-detail:0; arg2-as-detail:0.1; equivalence:0; arg1-as-manner:0; arg2-as-manner:0; arg1-as-excpt:0; arg2-as-excpt:0; arg2-as-subst:0; arg1-as-subst:0; differentcon:0; norel:0	conjunction	arg2-as-instance;result;conjunction	conjunction	HIV / AIDS has had a large impact on society, both as an illness and as a source of discrimination. The disease also has large economic impacts. There are many misconceptions about HIV / AIDS, such as the belief that it can be transmitted by casual non- sexual contact.	The disease has become subject to many controversies involving religion, including the Catholic Church's position not to support condom use as prevention. It has attracted international medical and political attention as well as large- scale funding since it was identified in the 1980s.	There are many misconceptions about HIV / AIDS, such as the belief that it can be transmitted by casual non- sexual contact.	The disease has become subject to many controversies involving religion, including the Catholic Church's position not to support condom use as prevention.
wiki_105	0011_HIV\AIDS	wikipedia	NA	English	NA	conjunction	conjunction	y	y	10	0.6	synchronous:0; precedence:0; succession:0; reason:0; result:0; arg1-as-cond:0; arg2-as-cond:0; arg1-as-negcond:0; arg2-as-negcond:0; arg1-as-goal:0; arg2-as-goal:0; arg1-as-denier:0.1; arg2-as-denier:0.1; contrast:0.2; similarity:0; conjunction:0.6; disjunction:0; arg1-as-instance:0; arg2-as-instance:0; arg1-as-detail:0; arg2-as-detail:0; equivalence:0; arg1-as-manner:0; arg2-as-manner:0; arg1-as-excpt:0; arg2-as-excpt:0; arg2-as-subst:0; arg1-as-subst:0; differentcon:0; norel:0	conjunction	conjunction;contrast	conjunction	HIV / AIDS has had a large impact on society, both as an illness and as a source of discrimination. The disease also has large economic impacts. There are many misconceptions about HIV / AIDS, such as the belief that it can be transmitted by casual non- sexual contact. The disease has become subject to many controversies involving religion, including the Catholic Church's position not to support condom use as prevention.	It has attracted international medical and political attention as well as large- scale funding since it was identified in the 1980s.	The disease has become subject to many controversies involving religion, including the Catholic Church's position not to support condom use as prevention.	It has attracted international medical and political attention as well as large- scale funding since it was identified in the 1980s.
wiki_110	0013_Christianity	wikipedia	NA	English	NA	arg2-as-detail	arg2-as-detail	y	y	10	0.6	synchronous:0; precedence:0; succession:0; reason:0; result:0; arg1-as-cond:0; arg2-as-cond:0; arg1-as-negcond:0; arg2-as-negcond:0; arg1-as-goal:0; arg2-as-goal:0; arg1-as-denier:0; arg2-as-denier:0; contrast:0; similarity:0; conjunction:0.4; disjunction:0; arg1-as-instance:0; arg2-as-instance:0; arg1-as-detail:0; arg2-as-detail:0.6; equivalence:0; arg1-as-manner:0; arg2-as-manner:0; arg1-as-excpt:0; arg2-as-excpt:0; arg2-as-subst:0; arg1-as-subst:0; differentcon:0; norel:0	arg2-as-detail	conjunction;arg2-as-detail	conjunction;arg2-as-detail	Christianity is an Abrahamic monotheistic religion based on the life and teachings of Jesus of Nazareth.	Its adherents, known as Christians, believe that Jesus is the Christ, whose coming as the Messiah was prophesied in the Hebrew Bible, called the Old Testament in Christianity, and chronicled in the New Testament. It is the world's largest religion, with about 2.4 billion followers as of 2020.	Christianity is an Abrahamic monotheistic religion based on the life and teachings of Jesus of Nazareth.	Its adherents, known as Christians, believe that Jesus is the Christ, whose coming as the Messiah was prophesied in the Hebrew Bible, called the Old Testament in Christianity, and chronicled in the New Testament.
wiki_111	0013_Christianity	wikipedia	NA	English	NA	arg2-as-detail,conjunction	arg2-as-detail+conjunction	y	y	10	0.7	synchronous:0; precedence:0; succession:0; reason:0; result:0; arg1-as-cond:0; arg2-as-cond:0; arg1-as-negcond:0; arg2-as-negcond:0; arg1-as-goal:0; arg2-as-goal:0; arg1-as-denier:0; arg2-as-denier:0; contrast:0; similarity:0; conjunction:0.7; disjunction:0; arg1-as-instance:0; arg2-as-instance:0; arg1-as-detail:0.2; arg2-as-detail:0.1; equivalence:0; arg1-as-manner:0; arg2-as-manner:0; arg1-as-excpt:0; arg2-as-excpt:0; arg2-as-subst:0; arg1-as-subst:0; differentcon:0; norel:0	conjunction	conjunction;arg1-as-detail	conjunction	Christianity is an Abrahamic monotheistic religion based on the life and teachings of Jesus of Nazareth. Its adherents, known as Christians, believe that Jesus is the Christ, whose coming as the Messiah was prophesied in the Hebrew Bible, called the Old Testament in Christianity, and chronicled in the New Testament.	It is the world's largest religion, with about 2.4 billion followers as of 2020. Christians make up a majority of the population in 157 countries and territories.	Its adherents, known as Christians, believe that Jesus is the Christ, whose coming as the Messiah was prophesied in the Hebrew Bible, called the Old Testament in Christianity, and chronicled in the New Testament.	It is the world's largest religion, with about 2.4 billion followers as of 2020.
wiki_112	0013_Christianity	wikipedia	NA	English	NA	arg2-as-detail,result	Other-multi	y	y	10	0.2	synchronous:0.1; precedence:0; succession:0; reason:0.1; result:0.1; arg1-as-cond:0; arg2-as-cond:0; arg1-as-negcond:0; arg2-as-negcond:0; arg1-as-goal:0; arg2-as-goal:0; arg1-as-denier:0; arg2-as-denier:0; contrast:0; similarity:0.1; conjunction:0.2; disjunction:0; arg1-as-instance:0; arg2-as-instance:0.1; arg1-as-detail:0; arg2-as-detail:0.2; equivalence:0; arg1-as-manner:0.1; arg2-as-manner:0; arg1-as-excpt:0; arg2-as-excpt:0; arg2-as-subst:0; arg1-as-subst:0; differentcon:0; norel:0	arg2-as-detail	arg2-as-detail;conjunction	arg2-as-detail	Christianity is an Abrahamic monotheistic religion based on the life and teachings of Jesus of Nazareth. Its adherents, known as Christians, believe that Jesus is the Christ, whose coming as the Messiah was prophesied in the Hebrew Bible, called the Old Testament in Christianity, and chronicled in the New Testament. It is the world's largest religion, with about 2.4 billion followers as of 2020.	Christians make up a majority of the population in 157 countries and territories.	It is the world's largest religion, with about 2.4 billion followers as of 2020.	Christians make up a majority of the population in 157 countries and territories.
wiki_113	0013_Christianity	wikipedia	NA	English	NA	arg2-as-detail,arg2-as-denier	Other-multi	y	n	10	0.5	synchronous:0.1; precedence:0.1; succession:0; reason:0; result:0; arg1-as-cond:0; arg2-as-cond:0; arg1-as-negcond:0; arg2-as-negcond:0; arg1-as-goal:0; arg2-as-goal:0; arg1-as-denier:0; arg2-as-denier:0; contrast:0.2; similarity:0; conjunction:0.5; disjunction:0; arg1-as-instance:0; arg2-as-instance:0; arg1-as-detail:0; arg2-as-detail:0.1; equivalence:0; arg1-as-manner:0; arg2-as-manner:0; arg1-as-excpt:0; arg2-as-excpt:0; arg2-as-subst:0; arg1-as-subst:0; differentcon:0; norel:0	conjunction	contrast;conjunction	conjunction	Christianity is an Abrahamic monotheistic religion based on the life and teachings of Jesus of Nazareth. Its adherents, known as Christians, believe that Jesus is the Christ, whose coming as the Messiah was prophesied in the Hebrew Bible, called the Old Testament in Christianity, and chronicled in the New Testament. It is the world's largest religion, with about 2.4 billion followers as of 2020. Christians make up a majority of the population in 157 countries and territories. Christianity remains culturally diverse in its Western and Eastern branches, as well as in its doctrines concerning justification and the nature of salvation, ecclesiology, ordination, and Christology.	Their creeds generally hold in common Jesus as the Son of God — the Logos incarnated — who ministered, suffered, and died on a cross, but rose from the dead for the salvation of mankind; this is referred to as the gospel, meaning the \" good news\" . Describing Jesus'life and teachings are the four canonical gospels of Matthew, Mark, Luke and John, with the Old Testament as the gospel's respected background.	Christianity remains culturally diverse in its Western and Eastern branches, as well as in its doctrines concerning justification and the nature of salvation, ecclesiology, ordination, and Christology.	Their creeds generally hold in common Jesus as the Son of God — the Logos incarnated — who ministered, suffered, and died on a cross, but rose from the dead for the salvation of mankind; this is referred to as the gospel, meaning the \" good news\" .
wiki_114	0013_Christianity	wikipedia	NA	English	NA	arg2-as-detail,conjunction	arg2-as-detail+conjunction	y	y	10	0.6	synchronous:0; precedence:0; succession:0; reason:0; result:0; arg1-as-cond:0; arg2-as-cond:0; arg1-as-negcond:0; arg2-as-negcond:0; arg1-as-goal:0; arg2-as-goal:0; arg1-as-denier:0; arg2-as-denier:0; contrast:0; similarity:0.1; conjunction:0.6; disjunction:0; arg1-as-instance:0; arg2-as-instance:0.1; arg1-as-detail:0; arg2-as-detail:0.2; equivalence:0; arg1-as-manner:0; arg2-as-manner:0; arg1-as-excpt:0; arg2-as-excpt:0; arg2-as-subst:0; arg1-as-subst:0; differentcon:0; norel:0	conjunction	arg2-as-detail;conjunction	conjunction	@ Christianity remains culturally diverse in its Western and Eastern branches, as well as in its doctrines concerning justification and the nature of salvation, ecclesiology, ordination, and Christology. Their creeds generally hold in common Jesus as the Son of God — the Logos incarnated — who ministered, suffered, and died on a cross, but rose from the dead for the salvation of mankind; this is referred to as the gospel, meaning the \" good news\".	Describing Jesus' life and teachings are the four canonical gospels of Matthew, Mark, Luke and John, with the Old Testament as the gospel's respected background.	Their creeds generally hold in common Jesus as the Son of God — the Logos incarnated — who ministered, suffered, and died on a cross, but rose from the dead for the salvation of mankind; this is referred to as the gospel, meaning the \" good news\".	Describing Jesus' life and teachings are the four canonical gospels of Matthew, Mark, Luke and John, with the Old Testament as the gospel's respected background.
wiki_115	0013_Christianity	wikipedia	NA	English	NA	conjunction	conjunction	n	y	10	0.4	synchronous:0; precedence:0.1; succession:0; reason:0; result:0.1; arg1-as-cond:0; arg2-as-cond:0; arg1-as-negcond:0; arg2-as-negcond:0; arg1-as-goal:0; arg2-as-goal:0; arg1-as-denier:0; arg2-as-denier:0; contrast:0; similarity:0; conjunction:0.4; disjunction:0; arg1-as-instance:0; arg2-as-instance:0; arg1-as-detail:0; arg2-as-detail:0.4; equivalence:0; arg1-as-manner:0; arg2-as-manner:0; arg1-as-excpt:0; arg2-as-excpt:0; arg2-as-subst:0; arg1-as-subst:0; differentcon:0; norel:0	conjunction	conjunction;arg2-as-detail	conjunction;arg2-as-detail	 Christianity remains culturally diverse in its Western and Eastern branches, as well as in its doctrines concerning justification and the nature of salvation, ecclesiology, ordination, and Christology. Their creeds generally hold in common Jesus as the Son of God — the Logos incarnated — who ministered, suffered, and died on a cross, but rose from the dead for the salvation of mankind; this is referred to as the gospel, meaning the \" good news\". Describing Jesus'life and teachings are the four canonical gospels of Matthew, Mark, Luke and John, with the Old Testament as the gospel's respected background. Christianity began as a Second Temple Judaic sect in the 1st century in the Roman province of Judea.	Jesus' apostles and their followers spread around the Levant, Europe, Anatolia, Mesopotamia, Transcaucasia, Egypt, and Ethiopia, despite initial persecution. It soon attracted gentile God- fearers, which led to a departure from Jewish customs, and, after the Fall of Jerusalem, AD 70 which ended the Temple- based Judaism, Christianity slowly separated from Judaism.	Christianity began as a Second Temple Judaic sect in the 1st century in the Roman province of Judea.	Jesus' apostles and their followers spread around the Levant, Europe, Anatolia, Mesopotamia, Transcaucasia, Egypt, and Ethiopia, despite initial persecution.
wiki_116	0013_Christianity	wikipedia	NA	English	NA	precedence,result	result+precedence	y	y	10	0.4	synchronous:0; precedence:0.4; succession:0.3; reason:0.1; result:0.1; arg1-as-cond:0; arg2-as-cond:0; arg1-as-negcond:0; arg2-as-negcond:0; arg1-as-goal:0; arg2-as-goal:0; arg1-as-denier:0; arg2-as-denier:0; contrast:0; similarity:0; conjunction:0.1; disjunction:0; arg1-as-instance:0; arg2-as-instance:0; arg1-as-detail:0; arg2-as-detail:0; equivalence:0; arg1-as-manner:0; arg2-as-manner:0; arg1-as-excpt:0; arg2-as-excpt:0; arg2-as-subst:0; arg1-as-subst:0; differentcon:0; norel:0	precedence	precedence;succession	precedence	Christianity began as a Second Temple Judaic sect in the 1st century in the Roman province of Judea. Jesus'apostles and their followers spread around the Levant, Europe, Anatolia, Mesopotamia, Transcaucasia, Egypt, and Ethiopia, despite initial persecution.	It soon attracted gentile God- fearers, which led to a departure from Jewish customs, and, after the Fall of Jerusalem, AD 70 which ended the Temple- based Judaism, Christianity slowly separated from Judaism. Emperor Constantine the Great decriminalized Christianity in the Roman Empire by the Edict of Milan (313), later convening the Council of Nicaea (325) where Early Christianity was consolidated into what would become the State church of the Roman Empire (380).	Jesus'apostles and their followers spread around the Levant, Europe, Anatolia, Mesopotamia, Transcaucasia, Egypt, and Ethiopia, despite initial persecution.	It soon attracted gentile God- fearers, which led to a departure from Jewish customs, and, after the Fall of Jerusalem, AD 70 which ended the Temple- based Judaism, Christianity slowly separated from Judaism.
wiki_117	0013_Christianity	wikipedia	NA	English	NA	precedence,conjunction	conjunction+precedence	y	y	10	0.3	synchronous:0; precedence:0.3; succession:0.3; reason:0; result:0; arg1-as-cond:0; arg2-as-cond:0; arg1-as-negcond:0; arg2-as-negcond:0; arg1-as-goal:0; arg2-as-goal:0; arg1-as-denier:0; arg2-as-denier:0; contrast:0; similarity:0; conjunction:0.1; disjunction:0; arg1-as-instance:0; arg2-as-instance:0; arg1-as-detail:0; arg2-as-detail:0.3; equivalence:0; arg1-as-manner:0; arg2-as-manner:0; arg1-as-excpt:0; arg2-as-excpt:0; arg2-as-subst:0; arg1-as-subst:0; differentcon:0; norel:0	precedence	arg2-as-detail;precedence;succession	precedence	Christianity began as a Second Temple Judaic sect in the 1st century in the Roman province of Judea. Jesus'apostles and their followers spread around the Levant, Europe, Anatolia, Mesopotamia, Transcaucasia, Egypt, and Ethiopia, despite initial persecution. It soon attracted gentile God- fearers, which led to a departure from Jewish customs, and, after the Fall of Jerusalem, AD 70 which ended the Temple- based Judaism, Christianity slowly separated from Judaism.	Emperor Constantine the Great decriminalized Christianity in the Roman Empire by the Edict of Milan (313), later convening the Council of Nicaea (325) where Early Christianity was consolidated into what would become the State church of the Roman Empire (380). The early history of Christianity's united church before major schisms is sometimes referred to as the \" Great Church\" (though heterodox sects existed at the same time, including Gnostic Christianity and Jewish Christians).	It soon attracted gentile God- fearers, which led to a departure from Jewish customs, and, after the Fall of Jerusalem, AD 70 which ended the Temple- based Judaism, Christianity slowly separated from Judaism.	Emperor Constantine the Great decriminalized Christianity in the Roman Empire by the Edict of Milan (313), later convening the Council of Nicaea (325) where Early Christianity was consolidated into what would become the State church of the Roman Empire (380).
wiki_118	0013_Christianity	wikipedia	NA	English	NA	arg2-as-detail,conjunction	arg2-as-detail+conjunction	y	y	10	0.5	synchronous:0; precedence:0.1; succession:0; reason:0; result:0; arg1-as-cond:0; arg2-as-cond:0; arg1-as-negcond:0; arg2-as-negcond:0; arg1-as-goal:0; arg2-as-goal:0; arg1-as-denier:0; arg2-as-denier:0; contrast:0; similarity:0; conjunction:0.5; disjunction:0; arg1-as-instance:0.2; arg2-as-instance:0; arg1-as-detail:0.2; arg2-as-detail:0; equivalence:0; arg1-as-manner:0; arg2-as-manner:0; arg1-as-excpt:0; arg2-as-excpt:0; arg2-as-subst:0; arg1-as-subst:0; differentcon:0; norel:0	conjunction	conjunction;arg1-as-instance;arg1-as-detail	conjunction	Christianity began as a Second Temple Judaic sect in the 1st century in the Roman province of Judea. Jesus'apostles and their followers spread around the Levant, Europe, Anatolia, Mesopotamia, Transcaucasia, Egypt, and Ethiopia, despite initial persecution. It soon attracted gentile God- fearers, which led to a departure from Jewish customs, and, after the Fall of Jerusalem, AD 70 which ended the Temple- based Judaism, Christianity slowly separated from Judaism. Emperor Constantine the Great decriminalized Christianity in the Roman Empire by the Edict of Milan (313), later convening the Council of Nicaea (325) where Early Christianity was consolidated into what would become the State church of the Roman Empire (380).	The early history of Christianity's united church before major schisms is sometimes referred to as the \" Great Church\" (though heterodox sects existed at the same time, including Gnostic Christianity and Jewish Christians). The Church of the East split after the Council of Ephesus (431) and Oriental Orthodoxy split after the Council of Chalcedon (451) over differences in Christology, while the Eastern Orthodox Church and the Catholic Church separated in the East – West Schism (1054), especially over the authority of the bishop of Rome.	Emperor Constantine the Great decriminalized Christianity in the Roman Empire by the Edict of Milan (313), later convening the Council of Nicaea (325) where Early Christianity was consolidated into what would become the State church of the Roman Empire (380).	The early history of Christianity's united church before major schisms is sometimes referred to as the \" Great Church\" (though heterodox sects existed at the same time, including Gnostic Christianity and Jewish Christians).
