instance_id	prolific_id	question_start	level-2	level-3	question	answer	sent_q
wiki_008	60c114f1542c86cb1e3e7c86	In addition to what	Expansion.Conjunction	Expansion.Conjunction	In addition to what is the philosophical study of knowledge called epistemology	By most accounts, knowledge can be acquired in many different ways and from many sources, including but not limited to perception, reason, memory, testimony, scientific inquiry, education, and practice.	sent2
wiki_008	6123cab48440a3b6bd99effc	What provides more detail on	Expansion.Level-of-detail	ARG1-AS-DETAIL	What provides more detail on _ The philosophical study of knowledge	By most accounts, knowledge can be acquired in many different ways and from many sources, including but not limited to perception, reason, memory, testimony, scientific inquiry, education, and practice.	sent2
wiki_008	615047c51e51d08b59307b8f	What provides more detail on	Expansion.Level-of-detail	ARG1-AS-DETAIL	What provides more detail on _ The philosophical study of knowledge called epistemology	By most accounts, knowledge can be acquired in many different ways and from many sources, including but not limited to perception, reason, memory, testimony, scientific inquiry, education, and practice.	sent2
wiki_009	5c33668916da980001530dab	What provides more detail on	Expansion.Level-of-detail	ARG2-AS-DETAIL	What provides more detail on _ knowledge	It can be implicit (as with practical skill or expertise) or explicit (as with the theoretical understanding of a subject); formal or informal; systematic or particular.	sent1
wiki_009	5d0245966e208b0017301561	What expands upon	Expansion.Conjunction	Expansion.Conjunction	What expands upon the fact that The term " knowledge"can refer to a theoretical or practical understanding of a subject.	It can be implicit (as with practical skill or expertise) or explicit (as with the theoretical understanding of a subject); formal or informal; systematic or particular.	sent1
wiki_009	5e31a1526ef37a1879a94441	What expands upon	Expansion.Conjunction	Expansion.Conjunction	What expands upon the fact that " knowledge"can refer to a theoretical or practical understanding of a subject.	It can be implicit (as with practical skill or expertise) or explicit (as with the theoretical understanding of a subject); formal or informal; systematic or particular.	sent1
wiki_009	5e387f2c0d70ef099d5e5a4f	What expands upon	Expansion.Conjunction	Expansion.Conjunction	What expands upon the fact that "knowledge" can refer to a theoretical or practical understanding of a subject	It can be implicit (as with practical skill or expertise) or explicit (as with the theoretical understanding of a subject); formal or informal; systematic or particular.	sent1
wiki_009	603c124974df2e8f9f375fa8	In addition to what	Expansion.Conjunction	Expansion.Conjunction	In addition to what can the term " knowledge" refer to a theoretical or practical understanding of a subject	It can be implicit (as with practical skill or expertise) or explicit (as with the theoretical understanding of a subject); formal or informal; systematic or particular.	sent1
wiki_009	606aad87b9f57a82dd447d6a	What provides more detail on	Expansion.Level-of-detail	ARG2-AS-DETAIL	What provides more detail on the fact that " knowledge" can refer to a theoretical or practical understanding of a subject	It can be implicit (as with practical skill or expertise) or explicit (as with the theoretical understanding of a subject); formal or informal; systematic or particular.	sent1
wiki_009	60a00380a43a4ac3e0a1c66a	What provides more detail on	Expansion.Level-of-detail	ARG2-AS-DETAIL	What provides more detail on the fact that The term " knowledge"can refer to a theoretical or practical understanding of a subject	It can be implicit (as with practical skill or expertise) or explicit (as with the theoretical understanding of a subject); formal or informal; systematic or particular.	sent1
wiki_009	60c114f1542c86cb1e3e7c86	What provides more detail on	Expansion.Level-of-detail	ARG2-AS-DETAIL	What provides more detail on the fact that " knowledge"can refer to a theoretical or practical understanding of a subject	It can be implicit (as with practical skill or expertise) or explicit (as with the theoretical understanding of a subject); formal or informal; systematic or particular.	sent1
wiki_009	6123cab48440a3b6bd99effc	In addition to what	Expansion.Conjunction	Expansion.Conjunction	In addition to what _ can knowledge refer to a theoretical or practical understanding of a subject.	It can be implicit (as with practical skill or expertise) or explicit (as with the theoretical understanding of a subject); formal or informal; systematic or particular.	sent1
wiki_009	615047c51e51d08b59307b8f	What expands upon	Expansion.Conjunction	Expansion.Conjunction	What expands upon the fact that The term "knowledge" can refer to a theoretical or practical understanding of a subject	It can be implicit (as with practical skill or expertise) or explicit (as with the theoretical understanding of a subject); formal or informal; systematic or particular.	sent1
wiki_010	5c33668916da980001530dab	What provides more detail on	Expansion.Level-of-detail	ARG1-AS-DETAIL	What provides more detail on _ knowledge	It can be implicit (as with practical skill or expertise) or explicit (as with the theoretical understanding of a subject); formal or informal; systematic or particular.	sent2
wiki_010	5d0245966e208b0017301561	In addition to what	Expansion.Conjunction	Expansion.Conjunction	In addition to what can It be implicit (as with practical skill or expertise) or explicit (as with the theoretical understanding of a subject); formal or informal; systematic or particular	The philosopher Plato famously pointed out the need for a distinction between knowledge and true belief in the _ Theaetetus _, leading many to attribute to him a definition of knowledge as  justified true belief .	sent1
wiki_010	5e31a1526ef37a1879a94441	What provides more detail on	Expansion.Level-of-detail	ARG1-AS-DETAIL	What provides more detail on _ a definition of knowledge	It can be implicit (as with practical skill or expertise) or explicit (as with the theoretical understanding of a subject); formal or informal; systematic or particular.	sent2
wiki_010	5e387f2c0d70ef099d5e5a4f	In addition to what	Expansion.Conjunction	Expansion.Conjunction	In addition to what _ the philosopher Plato famously pointed out the need for a distinction between knowledge and true belief	It can be implicit (as with practical skill or expertise) or explicit (as with the theoretical understanding of a subject); formal or informal; systematic or particular.	sent2
wiki_010	603c124974df2e8f9f375fa8	In addition to what	Expansion.Conjunction	Expansion.Conjunction	In addition to what is there a need for a distinction between knowledge and true belief	It can be implicit (as with practical skill or expertise) or explicit (as with the theoretical understanding of a subject); formal or informal; systematic or particular.	sent2
wiki_010	606aad87b9f57a82dd447d6a	What expands upon	Expansion.Conjunction	Expansion.Conjunction	What expands upon the fact that it can be implicit (as with practical skill or expertise) or explicit (as with the theoretical understanding of a subject); formal or informal; systematic or particular	The philosopher Plato famously pointed out the need for a distinction between knowledge and true belief in the _ Theaetetus _, leading many to attribute to him a definition of knowledge as  justified true belief .	sent1
wiki_010	60a00380a43a4ac3e0a1c66a	What expands upon	Expansion.Conjunction	Expansion.Conjunction	What expands upon the fact that The philosopher Plato famously pointed out the need for a distinction between knowledge and true belief in the _ Theaetetus _, leading many to attribute to him a definition of knowledge as " justified true belief"	It can be implicit (as with practical skill or expertise) or explicit (as with the theoretical understanding of a subject); formal or informal; systematic or particular.	sent2
wiki_010	60c114f1542c86cb1e3e7c86	What expands upon	Expansion.Conjunction	Expansion.Conjunction	What expands upon the fact that it can be implicit (as with practical skill or expertise) or explicit (as with the theoretical understanding of a subject); formal or informal; systematic or particular	The philosopher Plato famously pointed out the need for a distinction between knowledge and true belief in the _ Theaetetus _, leading many to attribute to him a definition of knowledge as  justified true belief .	sent1
wiki_010	6123cab48440a3b6bd99effc	What is similar to	Comparison.Similarity	Comparison.Similarity	What is similar to _ the distinction between knowledge and true belief	It can be implicit (as with practical skill or expertise) or explicit (as with the theoretical understanding of a subject); formal or informal; systematic or particular.	sent2
wiki_010	615047c51e51d08b59307b8f	What expands upon	Expansion.Conjunction	Expansion.Conjunction	What expands upon the fact that Plato famously pointed out the need for a distinction between knowledge and true belief, leading many to attribute to him a definition of knowledge as "justified true belief"	It can be implicit (as with practical skill or expertise) or explicit (as with the theoretical understanding of a subject); formal or informal; systematic or particular.	sent2
wiki_011	5c33668916da980001530dab	What is the result of	Contingency.Cause	RESULT	What is the result of _ Plato's  definition of knowledge as " justified true belief"	The difficulties with this definition raised by the Gettier problem have been the subject of extensive debate in epistemology for more than half a century.	sent1
wiki_011	5d0245966e208b0017301561	What provides more detail on	Expansion.Level-of-detail	ARG2-AS-DETAIL	What provides more detail on the fact that The philosopher Plato famously pointed out the need for a distinction between knowledge and true belief in the _ Theaetetus _, leading many to attribute to him a definition of knowledge as " justified true belief".	The difficulties with this definition raised by the Gettier problem have been the subject of extensive debate in epistemology for more than half a century.	sent1
wiki_011	5e31a1526ef37a1879a94441	What is contrasted with	Comparison.Contrast	Comparison.Contrast	What is contrasted with _ Plato's definition of knowledge as " justified true belief".	The difficulties with this definition raised by the Gettier problem have been the subject of extensive debate in epistemology for more than half a century.	sent1
wiki_011	5e387f2c0d70ef099d5e5a4f	Despite what	Comparison.Concession	ARG2-AS-DENIER	Despite what _ the difficulties with this definition raised by the Gettier problem have been the subject of extensive debate in epistemology for more than half a century	The philosopher Plato famously pointed out the need for a distinction between knowledge and true belief in the _ Theaetetus _, leading many to attribute to him a definition of knowledge as  justified true belief.	sent2
wiki_011	603c124974df2e8f9f375fa8	What provides more detail on	Expansion.Level-of-detail	ARG2-AS-DETAIL	What provides more detail on _ Plato's definition of knowledge as " justified true belief"	The difficulties with this definition raised by the Gettier problem have been the subject of extensive debate in epistemology for more than half a century.	sent1
wiki_011	606aad87b9f57a82dd447d6a	What provides more detail on	Expansion.Level-of-detail	ARG2-AS-DETAIL	What provides more detail on the fact that the philosopher Plato famously pointed out the need for a distinction between knowledge and true belief in the Theaetetus, leading many to attribute to him a definition of knowledge as " justified true belief"	The difficulties with this definition raised by the Gettier problem have been the subject of extensive debate in epistemology for more than half a century.	sent1
wiki_011	60a00380a43a4ac3e0a1c66a	What is the result of	Contingency.Cause	RESULT	What is the result of _ The philosopher Plato famously pointing out the need for a distinction between knowledge and true belief in the _ Theaetetus _, leading many to attribute to him a definition of knowledge as " justified true belief"	The difficulties with this definition raised by the Gettier problem have been the subject of extensive debate in epistemology for more than half a century.	sent1
wiki_011	60c114f1542c86cb1e3e7c86	What is contrasted with	Comparison.Contrast	Comparison.Contrast	What is contrasted with the fact that Plato famously pointed out the need for a distinction between knowledge and true belief in the _ Theaetetus _, leading many to attribute to him a definition of knowledge as " justified true belief"	The difficulties with this definition raised by the Gettier problem have been the subject of extensive debate in epistemology for more than half a century.	sent1
wiki_011	6123cab48440a3b6bd99effc	What is an example of	Expansion.Instantiation	ARG1-AS-INSTANCE	What is an example of _ The difficulties with the definition of knowledge	The philosopher Plato famously pointed out the need for a distinction between knowledge and true belief in the _ Theaetetus _, leading many to attribute to him a definition of knowledge as  justified true belief.	sent2
wiki_011	615047c51e51d08b59307b8f	What is the result of	Contingency.Cause	RESULT	What is the result of _ Plato famously pointing out the need for a distinction between knowledge and true belief, leading many to attribute to him a definition of knowledge as " justified true belief"	The difficulties with this definition raised by the Gettier problem have been the subject of extensive debate in epistemology for more than half a century.	sent1
wiki_021	5c33668916da980001530dab	What provides more detail on	Expansion.Level-of-detail	ARG2-AS-DETAIL	What provides more detail on _ society	Societies are characterized by patterns of relationships (social relations) between individuals who share a distinctive culture and institutions; a given society may be described as the sum total of such relationships among its constituent of members.	sent1
wiki_021	5d0245966e208b0017301561	What expands upon	Expansion.Conjunction	Expansion.Conjunction	What expands upon the fact that A society is a group of individuals involved in persistent social interaction, or a large social group sharing the same spatial or social territory, typically subject to the same political authority and dominant cultural expectations.	Societies are characterized by patterns of relationships (social relations) between individuals who share a distinctive culture and institutions; a given society may be described as the sum total of such relationships among its constituent of members.	sent1
wiki_021	5e31a1526ef37a1879a94441	What provides more detail on	Expansion.Level-of-detail	ARG2-AS-DETAIL	What provides more detail on the fact that a society is a group of individuals involved in persistent social interaction	Societies are characterized by patterns of relationships (social relations) between individuals who share a distinctive culture and institutions; a given society may be described as the sum total of such relationships among its constituent of members.	sent1
wiki_021	5e387f2c0d70ef099d5e5a4f	What provides more detail on	Expansion.Level-of-detail	ARG2-AS-DETAIL	What provides more detail on the fact that a society is a group of individuals involved in persistent social interaction, or a large social group sharing the same spatial or social territory, typically subject to the same political authority and dominant cultural expectations	Societies are characterized by patterns of relationships (social relations) between individuals who share a distinctive culture and institutions; a given society may be described as the sum total of such relationships among its constituent of members.	sent1
wiki_021	603c124974df2e8f9f375fa8	What provides more detail on	Expansion.Level-of-detail	ARG2-AS-DETAIL	What provides more detail on _ a group of individuals known as a  society	Societies are characterized by patterns of relationships (social relations) between individuals who share a distinctive culture and institutions; a given society may be described as the sum total of such relationships among its constituent of members.	sent1
wiki_021	606aad87b9f57a82dd447d6a	What provides more detail on	Expansion.Level-of-detail	ARG2-AS-DETAIL	What provides more detail on the fact that a society is a group of individuals involved in persistent social interaction, or a large social group sharing the same spatial or social territory, typically subject to the same political authority and dominant cultural expectations	Societies are characterized by patterns of relationships (social relations) between individuals who share a distinctive culture and institutions; a given society may be described as the sum total of such relationships among its constituent of members.	sent1
wiki_021	60a00380a43a4ac3e0a1c66a	What provides more detail on	Expansion.Level-of-detail	ARG2-AS-DETAIL	What provides more detail on the fact that A society is a group of individuals involved in persistent social interaction, or a large social group sharing the same spatial or social territory, typically subject to the same political authority and dominant cultural expectations	Societies are characterized by patterns of relationships (social relations) between individuals who share a distinctive culture and institutions; a given society may be described as the sum total of such relationships among its constituent of members.	sent1
wiki_021	60c114f1542c86cb1e3e7c86	What provides more detail on	Expansion.Level-of-detail	ARG2-AS-DETAIL	What provides more detail on _ a society	Societies are characterized by patterns of relationships (social relations) between individuals who share a distinctive culture and institutions; a given society may be described as the sum total of such relationships among its constituent of members.	sent1
wiki_021	6123cab48440a3b6bd99effc	What expands upon	Expansion.Conjunction	Expansion.Conjunction	What expands upon _ the definition of A society	Societies are characterized by patterns of relationships (social relations) between individuals who share a distinctive culture and institutions; a given society may be described as the sum total of such relationships among its constituent of members.	sent1
wiki_021	615047c51e51d08b59307b8f	What provides more detail on	Expansion.Level-of-detail	ARG2-AS-DETAIL	What provides more detail on the fact that a society is a group of individuals involved in persistent social interaction , or a large social group sharing the same spatial or social territory	Societies are characterized by patterns of relationships (social relations) between individuals who share a distinctive culture and institutions; a given society may be described as the sum total of such relationships among its constituent of members.	sent1
wiki_022	5c33668916da980001530dab	What expands upon	Expansion.Conjunction	Expansion.Conjunction	What expands upon _ social sciences	Societies are characterized by patterns of relationships (social relations) between individuals who share a distinctive culture and institutions; a given society may be described as the sum total of such relationships among its constituent of members.	sent2
wiki_022	5d0245966e208b0017301561	What provides more detail on	Expansion.Level-of-detail	ARG1-AS-DETAIL	What provides more detail on the fact that In the social sciences, a larger society often exhibits stratification or dominance patterns in subgroups.	Societies are characterized by patterns of relationships (social relations) between individuals who share a distinctive culture and institutions; a given society may be described as the sum total of such relationships among its constituent of members.	sent2
wiki_022	5e31a1526ef37a1879a94441	What expands upon	Expansion.Conjunction	Expansion.Conjunction	What expands upon the fact that societies are characterized by patterns of relationships	In the social sciences, a larger society often exhibits stratification or dominance patterns in subgroups.	sent1
wiki_022	5e387f2c0d70ef099d5e5a4f	In addition to what	Expansion.Conjunction	Expansion.Conjunction	In addition to what _ in the social sciences, a larger society often exhibits stratification or dominance patterns in subgroups	Societies are characterized by patterns of relationships (social relations) between individuals who share a distinctive culture and institutions; a given society may be described as the sum total of such relationships among its constituent of members.	sent2
wiki_022	603c124974df2e8f9f375fa8	In addition to what	Expansion.Conjunction	Expansion.Conjunction	In addition to what _ are societies characterized by patterns of relationships	In the social sciences, a larger society often exhibits stratification or dominance patterns in subgroups.	sent1
wiki_022	606aad87b9f57a82dd447d6a	What provides more detail on	Expansion.Level-of-detail	ARG2-AS-DETAIL	What provides more detail on _ Societies being characterized by patterns of relationships (social relations) between individuals who share a distinctive culture and institutions; a given society may be described as the sum total of such relationships among its constituent of members	In the social sciences, a larger society often exhibits stratification or dominance patterns in subgroups.	sent1
wiki_022	60a00380a43a4ac3e0a1c66a	What expands upon	Expansion.Conjunction	Expansion.Conjunction	What expands upon the fact that In the social sciences, a larger society often exhibits stratification or dominance patterns in subgroups	Societies are characterized by patterns of relationships (social relations) between individuals who share a distinctive culture and institutions; a given society may be described as the sum total of such relationships among its constituent of members.	sent2
wiki_022	60c114f1542c86cb1e3e7c86	In addition to what	Expansion.Conjunction	Expansion.Conjunction	In addition to what are societies characterized by patterns of relationships (social relations) between individuals who share a distinctive culture and institutions; a given society may be described as the sum total of such relationships among its constituent of members	In the social sciences, a larger society often exhibits stratification or dominance patterns in subgroups.	sent1
wiki_022	6123cab48440a3b6bd99effc	What is the result of	Contingency.Cause	RESULT	What is the result of _ a given society may be described as the sum total of such relationships among its constituent of members.	In the social sciences, a larger society often exhibits stratification or dominance patterns in subgroups.	sent1
wiki_022	615047c51e51d08b59307b8f	In addition to what	Expansion.Conjunction	Expansion.Conjunction	In addition to what does a larger society exhibit stratification or dominance patterns in subgroups	Societies are characterized by patterns of relationships (social relations) between individuals who share a distinctive culture and institutions; a given society may be described as the sum total of such relationships among its constituent of members.	sent2
wiki_023	5c33668916da980001530dab	What provides more detail on	Expansion.Level-of-detail	ARG2-AS-DETAIL	What provides more detail on _ societies' constructed patterns of behavior	These patterns of behavior within a given society are known as societal norms.	sent1
wiki_023	5d0245966e208b0017301561	What expands upon	Expansion.Conjunction	Expansion.Conjunction	What expands upon the fact that Societies construct patterns of behavior by deeming certain actions or speech as acceptable or unacceptable.	These patterns of behavior within a given society are known as societal norms.	sent1
wiki_023	5e31a1526ef37a1879a94441	What is an example of	Expansion.Instantiation	ARG1-AS-INSTANCE	What is an example of _ societal norms.	Societies construct patterns of behavior by deeming certain actions or speech as acceptable or unacceptable.	sent2
wiki_023	5e387f2c0d70ef099d5e5a4f	What provides more detail on	Expansion.Level-of-detail	ARG1-AS-DETAIL	What provides more detail on the fact that patterns of behavior within a given society are known as societal norms	Societies construct patterns of behavior by deeming certain actions or speech as acceptable or unacceptable.	sent2
wiki_023	603c124974df2e8f9f375fa8	What provides more detail on	Expansion.Level-of-detail	ARG1-AS-DETAIL	What provides more detail on _ the patterns of behavior within a given society	Societies construct patterns of behavior by deeming certain actions or speech as acceptable or unacceptable.	sent2
wiki_023	606aad87b9f57a82dd447d6a	What is an example of	Expansion.Instantiation	ARG1-AS-INSTANCE	What is an example of _ patterns of behavior within a given society, known as societal norms	Societies construct patterns of behavior by deeming certain actions or speech as acceptable or unacceptable.	sent2
wiki_023	60a00380a43a4ac3e0a1c66a	What provides more detail on	Expansion.Level-of-detail	ARG2-AS-DETAIL	What provides more detail on the fact that Societies construct patterns of behavior by deeming certain actions or speech as acceptable or unacceptable	These patterns of behavior within a given society are known as societal norms.	sent1
wiki_023	60c114f1542c86cb1e3e7c86	What provides more detail on	Expansion.Level-of-detail	ARG2-AS-DETAIL	What provides more detail on _ societies constructing patterns of behavior by deeming certain actions or speech as acceptable or unacceptable	These patterns of behavior within a given society are known as societal norms.	sent1
wiki_023	6123cab48440a3b6bd99effc	What describes the same as	Expansion.Equivalence	Expansion.Equivalence	What describes the same as _ The patterns of behavior within a given society known as societal norms.	Societies construct patterns of behavior by deeming certain actions or speech as acceptable or unacceptable.	sent2
wiki_023	615047c51e51d08b59307b8f	What is an example of	Expansion.Instantiation	ARG1-AS-INSTANCE	What is an example of _ societal norms	Societies construct patterns of behavior by deeming certain actions or speech as acceptable or unacceptable.	sent2
wiki_024	5c33668916da980001530dab	What describes the same as	Expansion.Equivalence	Expansion.Equivalence	What describes the same as _ like- minded people governed by their own norms and values within a dominant, larger society	This is sometimes referred to as a subculture, a term used extensively within criminology, and also applied to distinctive subsections of a larger society.	sent1
wiki_024	5d0245966e208b0017301561	What provides more detail on	Expansion.Level-of-detail	ARG2-AS-DETAIL	What provides more detail on the fact that A society can also consist of like- minded people governed by their own norms and values within a dominant, larger society.	This is sometimes referred to as a subculture, a term used extensively within criminology, and also applied to distinctive subsections of a larger society.	sent1
wiki_024	5e31a1526ef37a1879a94441	What provides more detail on	Expansion.Level-of-detail	ARG2-AS-DETAIL	What provides more detail on _ a society within a dominant, larger society.	This is sometimes referred to as a subculture, a term used extensively within criminology, and also applied to distinctive subsections of a larger society.	sent1
wiki_024	5e387f2c0d70ef099d5e5a4f	What provides more detail on	Expansion.Level-of-detail	ARG1-AS-DETAIL	What provides more detail on _ subculture, a term used extensively within criminology, and also applied to distinctive subsections of a larger society	A society can also consist of like- minded people governed by their own norms and values within a dominant, larger society.	sent2
